Product,Type,Price,Category
nedre,Liquor cabinet,79,cabinet
nedrig,Infant bed,249,bed
nedringd,Plan chest,59,cabinet
nedrustning,Murphy bed,109,bed
nedräkning,Futon,89,bed
nedsatt,Chest of drawers,69,drawers
nedslag,Accubita,59,accubita
nedslagen,Baker's rack,24,rack
nedslående,Plant stand,49,potted plant
nedsmutsad,Cabinetry,29,cabinet
nedstämd,Waterbed,129,bed
nedsättande,Hoosier cabinet,9,cabinet
nedärvd,Nightstand,39,nightstand
negation,Hammock,39,hammock
neger,Bunk bed,169,bed
negligera,Nightstand,39,nightstand
negress,Pinball machine,139,arcade
nejd,Pinball machine,49,arcade
nejlika,Four-poster bed,179,bed
neka,Sleigh bed,159,bed
nektarin,Bathroom cabinet,29,cabinet
nerv,Nightstand,9,nightstand
nervositet,Curio cabinet,129,cabinet
nervös,Sleigh bed,119,bed
neuros,Platform bed,159,bed
neurotisk,Pantry,119,kitchen
neutral,Curio cabinet,129,cabinet
neutralitet,Jukebox,9,record player
neutrum,Plan chest,139,cabinet
nia,Cabinetry,119,cabinet
nia,Radio receiver,139,radio receiver
nick,Plan chest,79,cabinet
nicka,Accubita,69,accubita
nikotin,Pinball machine,179,arcade
niondel,Piano,39,music
nisch,Tuffet,79,room
nisse,Tuffet,129,room
nitisk,Toddler bed,89,bed
nitning,Bathroom cabinet,49,cabinet
nivå,Cabinetry,9,cabinet
njure,Chifforobe,119,room
njutning,Wardrobe,159,wardrobe
nobben,Closet,39,closet
nobba,Four-poster bed,199,bed
nock,Bookcase,9,bookcase
nod,Chess table,49,table
noggrann,Daybed,239,bed
nogräknad,Waterbed,159,bed
noja,Gun cabinet,59,cabinet
nojs,Liquor cabinet,59,cabinet
nolla,Billiard table,9,table
nomad,Bathroom cabinet,119,cabinet
nomenklatur,Baker's rack,14,rack
nominell,Footstool,19,footstool
nominera,Jukebox,139,record player
nonchalans,Stipo a bambocci,29,room
nonchalant,Bunk bed,199,bed
nonchalera,Toddler bed,159,bed
nonsens,Floating shelf,79,shelf
nord,Plant stand,19,potted plant
nordan,Pinball machine,49,arcade
nordisk,Daybed,209,bed
nordist,Radio receiver,69,radio receiver
nordlig,Jukebox,9,record player
norm,Bar cabinet,39,cabinet
normal,Hammock,29,hammock
normalisera,Sleigh bed,239,bed
norpa,Chifforobe,49,room
norsk,Cupboard,9,cupboard
norska,Four-poster bed,139,bed
nos,Daybed,219,bed
nosa,Plant stand,19,potted plant
nostalgi,Accubita,89,accubita
nostalgisk,Sleigh bed,179,bed
not,Murphy bed,179,bed
nota,Filing cabinet,69,cabinet
notarie,Pantry,89,kitchen
notera,Hatstand,9,hatstand
notering,Entertainment center,39,hifi system
notis,Murphy bed,129,bed
notorisk,Kitchen cabinet,59,cabinet
nougat,Hall tree,29,hatstand
novell,Pinball machine,139,arcade
november,Futon,149,bed
novis,Bathroom cabinet,89,cabinet
nubb,Television set,9,television
nubbe,Four-poster bed,89,bed
nucka,Infant bed,69,bed
nudda,Bookcase,9,bookcase
nudist,Mattress,109,mattress
nudlar,Bean bag,9,bean bag
numerär,Chifforobe,119,room
nummer,Bean bag,9,bean bag
numrera,Pinball machine,29,arcade
nuna,Mattress,49,mattress
nunna,Tuffet,29,room
nutida,Plant stand,9,potted plant
nuvarande,Hatstand,9,hatstand
ny,Jukebox,139,record player
nyans,Four-poster bed,109,bed
nyansera,Mattress,99,mattress
nyck,Nightstand,19,nightstand
nyckel,Bar cabinet,69,cabinet
nyfiken,Plan chest,19,cabinet
nyhet,Hammock,9,hammock
nykter,Liquor cabinet,9,cabinet
nykterhet,Stipo a bambocci,29,room
nykterist,Canopy bed,149,bed
nylle,Kitchen cabinet,29,cabinet
nylon,Chifforobe,49,room
nynna,Filing cabinet,109,cabinet
nypa,Hatstand,39,hatstand
nypon,Daybed,139,bed
nys,Bean bag,9,bean bag
nystan,Nightstand,9,nightstand
nysta,Platform bed,119,bed
nytta,Canopy bed,139,bed
nyttig,Piano,29,music
nyttja,Plan chest,119,cabinet
nåd,Wardrobe,89,wardrobe
nådig,Plant stand,29,potted plant
nål,Chest of drawers,69,drawers
näbb,Plant stand,9,potted plant
näktergal,Floating shelf,39,shelf
nämnare,Plan chest,119,cabinet
nämnd,Accubita,29,accubita
näpen,Pantry,9,kitchen
närande,Bunk bed,149,bed
närgången,Floating shelf,69,shelf
närhet,Television set,9,television
näring,Daybed,69,bed
närmande,Infant bed,69,bed
närstående,Toddler bed,199,bed
närsynt,Waterbed,189,bed
närvara,Wine rack,4,rack
närvarande,Plan chest,119,cabinet
närvaro,Hammock,9,hammock
näs,Bookcase,9,bookcase
näsa,Hatstand,19,hatstand
nässla,Curio cabinet,79,cabinet
näste,Daybed,119,bed
nät,Billiard table,69,table
näve,Bar cabinet,99,cabinet
nöd,Television set,9,television
nödd,Television set,9,television
nödga,Hoosier cabinet,9,cabinet
nödig,Plant stand,9,potted plant
nödsakad,Filing cabinet,19,cabinet
nödtorft,Cupboard,9,cupboard
nödvändig,Sleigh bed,199,bed
nöjd,Radio receiver,119,radio receiver
nöje,Closet,29,closet
oanad,Murphy bed,99,bed
oansenlig,Toddler bed,249,bed
oanständig,Wardrobe,129,wardrobe
oansvarig,Pantry,99,kitchen
oantastlig,Infant bed,139,bed
oanträffbar,Canopy bed,139,bed
oanvänd,Chess table,79,table
oas,Pinball machine,39,arcade
oavbruten,Jukebox,149,record player
oavgjord,Cabinetry,19,cabinet
oavhängig,Chess table,69,table
oavkortad,Footstool,29,footstool
obalans,Waterbed,249,bed
obalanserad,Bunk bed,189,bed
obarmhärtig,Murphy bed,129,bed
obducera,Kitchen cabinet,59,cabinet
obduktion,Bean bag,9,bean bag
obeaktad,Bar cabinet,59,cabinet
obebodd,Hall tree,39,hatstand
obefintlig,Cupboard,9,cupboard
obefläckad,Infant bed,239,bed
obefogad,Piano,39,music
obegriplig,Cabinetry,109,cabinet
obegränsad,Hall tree,59,hatstand
obehag,Pantry,99,kitchen
obehaglig,Closet,79,closet
obehärskad,Murphy bed,219,bed
obehörig,Chess table,49,table
obekant,Waterbed,129,bed
obekväm,Footstool,19,footstool
obelisk,Nightstand,49,nightstand
obemannad,Wardrobe,39,wardrobe
obemärkt,Cupboard,9,cupboard
obenägen,Hoosier cabinet,39,cabinet
oberäknelig,Chess table,79,table
oberörd,Hall tree,19,hatstand
obeskrivlig,Closet,149,closet
obestridd,Footstool,9,footstool
obestridlig,Floating shelf,39,shelf
obestånd,Curio cabinet,139,cabinet
obeställbar,Piano,9,music
obestämd,Radio receiver,39,radio receiver
obesvärad,Toddler bed,249,bed
obetalbar,Daybed,239,bed
obetingad,Kitchen cabinet,59,cabinet
obetydlig,Hoosier cabinet,29,cabinet
obetänksam,Bathroom cabinet,89,cabinet
obevakad,Kitchen cabinet,39,cabinet
obevandrad,Bunk bed,149,bed
obeveklig,Hall tree,59,hatstand
objekt,Bar cabinet,109,cabinet
objuden,Bookcase,9,bookcase
oblat,Jukebox,109,record player
oblid,Curio cabinet,19,cabinet
obligation,Baker's rack,4,rack
oblyg,Chifforobe,99,room
oborstad,Floating shelf,39,shelf
obotlig,Nightstand,49,nightstand
obrottslig,Four-poster bed,159,bed
obrukbar,Curio cabinet,59,cabinet
obruten,Stipo a bambocci,19,room
obscen,Toddler bed,69,bed
observant,Wardrobe,159,wardrobe
observatör,Billiard table,49,table
observera,Pantry,99,kitchen
obskyr,Pantry,9,kitchen
obstruktion,Chess table,109,table
obunden,Footstool,29,footstool
obygd,Infant bed,79,bed
obändig,Chifforobe,109,room
obönhörlig,Sleigh bed,89,bed
ocean,Cabinetry,89,cabinet
ocker,Gun cabinet,89,cabinet
ockra,Futon,119,bed
ockult,Hatstand,19,hatstand
ockupant,Futon,129,bed
ockupera,Bookcase,9,bookcase
odds,Liquor cabinet,59,cabinet
odelad,Daybed,159,bed
odiskutabel,Plan chest,59,cabinet
odjur,Footstool,9,footstool
odla,Closet,89,closet
odling,Kitchen cabinet,99,cabinet
odräglig,Murphy bed,209,bed
oduglig,Bathroom cabinet,9,cabinet
odugling,Wine rack,4,rack
odåga,Tuffet,9,room
odödlig,Radio receiver,19,radio receiver
oekonomisk,Stipo a bambocci,19,room
oemotsagd,Plan chest,69,cabinet
oenig,Closet,69,closet
oense,Bookcase,9,bookcase
oerhörd,Platform bed,259,bed
oersättlig,Hoosier cabinet,59,cabinet
ofantlig,Piano,29,music
ofarlig,Bean bag,9,bean bag
ofattbar,Four-poster bed,209,bed
ofelbar,Gun cabinet,89,cabinet
offentlig,Floating shelf,29,shelf
offer,Pinball machine,99,arcade
offert,Bookcase,9,bookcase
officer,Closet,109,closet
officerare,Platform bed,139,bed
officiell,Waterbed,179,bed
offra,Murphy bed,219,bed
offset,Baker's rack,24,rack
offside,Bathroom cabinet,99,cabinet
ofog,Chess table,139,table
oformlig,Toddler bed,159,bed
ofreda,Stipo a bambocci,19,room
ofrivillig,Billiard table,49,table
ofrånkomlig,Piano,69,music
ofullbordad,Plan chest,39,cabinet
oförarglig,Liquor cabinet,79,cabinet
oförenlig,Entertainment center,19,hifi system
oförfalskad,Pinball machine,79,arcade
oförglömlig,Television set,9,television
oförklarlig,Toddler bed,89,bed
oförlåtlig,Pinball machine,119,arcade
oförmodad,Bathroom cabinet,39,cabinet
oförmåga,Curio cabinet,39,cabinet
oförmögen,Futon,229,bed
oförrätt,Filing cabinet,99,cabinet
oförrättat,Bookcase,9,bookcase
oförsiktig,Chest of drawers,29,drawers
oförskämd,Tuffet,19,room
oförsonlig,Chifforobe,69,room
oförstående,Bar cabinet,99,cabinet
oförstånd,Accubita,59,accubita
oförställd,Bookcase,9,bookcase
oförsvarlig,Chifforobe,69,room
oförsynt,Jukebox,89,record player
oförtjänt,Hatstand,29,hatstand
oförtruten,Murphy bed,109,bed
oförutsedd,Murphy bed,169,bed
oförvitlig,Baker's rack,24,rack
oförändrad,Four-poster bed,169,bed
ogenerad,Bathroom cabinet,29,cabinet
ogift,Futon,129,bed
ogilla,Nightstand,29,nightstand
ogiltig,Infant bed,229,bed
ogjord,Entertainment center,79,hifi system
ogrundad,Bunk bed,179,bed
ogräs,Bunk bed,189,bed
ogynnsam,Hammock,19,hammock
ogästvänlig,Plant stand,39,potted plant
ogörlig,Bookcase,9,bookcase
ohanterlig,Hoosier cabinet,29,cabinet
ohejdad,Chifforobe,19,room
oherrans,Hall tree,19,hatstand
ohm,Wine rack,34,rack
ohyfsad,Closet,29,closet
ohygglig,Jukebox,129,record player
ohyra,Hoosier cabinet,39,cabinet
ohållbar,Futon,159,bed
ohämmad,Curio cabinet,119,cabinet
oinskränkt,Hatstand,9,hatstand
ointressant,Cabinetry,39,cabinet
ojust,Murphy bed,129,bed
ojämförlig,Curio cabinet,99,cabinet
ojämn,Liquor cabinet,49,cabinet
ojävig,Stipo a bambocci,19,room
ok,Bathroom cabinet,89,cabinet
oklanderlig,Cabinetry,119,cabinet
oklar,Waterbed,129,bed
okonstlad,Toddler bed,69,bed
okristlig,Plan chest,69,cabinet
okrönt,Jukebox,9,record player
oktav,Hoosier cabinet,9,cabinet
oktober,Liquor cabinet,69,cabinet
okunnig,Billiard table,29,table
okunnighet,Tuffet,119,room
okuvlig,Floating shelf,99,shelf
okynne,Mattress,39,mattress
okänd,Bunk bed,129,bed
okänslig,Kitchen cabinet,29,cabinet
olag,Radio receiver,29,radio receiver
olaga,Bunk bed,169,bed
olaglig,Daybed,209,bed
olater,Piano,69,music
olidlig,Platform bed,109,bed
olik,Murphy bed,209,bed
olikhet,Nightstand,49,nightstand
oliv,Cupboard,9,cupboard
olja,Baker's rack,24,rack
olja,Platform bed,159,bed
oljud,Wardrobe,19,wardrobe
olle,Entertainment center,59,hifi system
ollon,Accubita,39,accubita
olovlig,Chess table,129,table
olust,Bar cabinet,99,cabinet
olustig,Kitchen cabinet,9,cabinet
olycka,Baker's rack,34,rack
olycklig,Plan chest,59,cabinet
olydig,Murphy bed,109,bed
olympiad,Entertainment center,79,hifi system
olympisk,Filing cabinet,9,cabinet
olägenhet,Kitchen cabinet,39,cabinet
olämplig,Chifforobe,19,room
oländig,Jukebox,39,record player
olöslig,Cupboard,9,cupboard
olöst,Cabinetry,29,cabinet
omaka,Filing cabinet,99,cabinet
ombilda,Bunk bed,149,bed
ombonad,Cupboard,9,cupboard
ombrytning,Accubita,119,accubita
ombud,Murphy bed,149,bed
ombyggnad,Canopy bed,69,bed
ombyte,Cupboard,9,cupboard
ombytlig,Hatstand,9,hatstand
omdana,Bookcase,9,bookcase
omdöme,Futon,89,bed
omedelbar,Chest of drawers,89,drawers
omedgörlig,Gun cabinet,19,cabinet
omedveten,Platform bed,119,bed
omelett,Filing cabinet,49,cabinet
omen,Waterbed,89,bed
omfamna,Daybed,109,bed
omfattande,Tuffet,49,room
omfattning,Bean bag,9,bean bag
omfång,Baker's rack,4,rack
omgift,Sleigh bed,229,bed
omgivning,Footstool,29,footstool
omgång,Television set,9,television
omhulda,Tuffet,9,room
omild,Plant stand,19,potted plant
omistlig,Hatstand,29,hatstand
omkostnad,Wardrobe,49,wardrobe
omkrets,Gun cabinet,19,cabinet
omkväde,Filing cabinet,119,cabinet
omkörning,Waterbed,129,bed
omlopp,Murphy bed,209,bed
omläggning,Baker's rack,14,rack
omnejd,Piano,69,music
omodern,Hatstand,29,hatstand
omotiverad,Hoosier cabinet,29,cabinet
omplacera,Floating shelf,89,shelf
ompröva,Liquor cabinet,49,cabinet
omringa,Bar cabinet,89,cabinet
område,Filing cabinet,49,cabinet
omröstning,Plan chest,19,cabinet
omskakad,Cupboard,9,cupboard
omskola,Wardrobe,89,wardrobe
omskriven,Waterbed,209,bed
omslag,Filing cabinet,79,cabinet
omsorg,Bathroom cabinet,79,cabinet
omspel,Baker's rack,4,rack
omstridd,Kitchen cabinet,49,cabinet
omställning,Kitchen cabinet,79,cabinet
omständlig,Hall tree,39,hatstand
omstörta,Footstool,19,footstool
omsusad,Pantry,69,kitchen
omsvep,Radio receiver,29,radio receiver
omsvängning,Piano,19,music
omsvärmad,Stipo a bambocci,19,room
omsättning,Chess table,139,table
omtalad,Cupboard,9,cupboard
omtala,Television set,9,television
omtanke,Television set,9,television
omtumlad,Pantry,59,kitchen
omtvistad,Floating shelf,99,shelf
omtyckt,Wine rack,14,rack
omtänksam,Infant bed,189,bed
omtöcknad,Cabinetry,29,cabinet
omutlig,Infant bed,249,bed
omval,Futon,119,bed
omvandla,Filing cabinet,49,cabinet
omvittnad,Kitchen cabinet,29,cabinet
omvårdnad,Bathroom cabinet,29,cabinet
omväg,Stipo a bambocci,19,room
omvärdera,Toddler bed,169,bed
omvärld,Bean bag,9,bean bag
omväxlande,Chifforobe,139,room
omväxling,Piano,49,music
omyndig,Chess table,139,table
omåttlig,Filing cabinet,29,cabinet
omänsklig,Cupboard,9,cupboard
omärklig,Toddler bed,209,bed
omättlig,Plant stand,49,potted plant
omöblerad,Cupboard,9,cupboard
omöjlig,Platform bed,159,bed
onanera,Plan chest,129,cabinet
onani,Infant bed,259,bed
onaturlig,Curio cabinet,89,cabinet
ond,Canopy bed,169,bed
ondo,Hatstand,29,hatstand
ondsint,Hall tree,89,hatstand
ondska,Bookcase,9,bookcase
onormal,Curio cabinet,39,cabinet
onsdag,Accubita,99,accubita
ont,Curio cabinet,149,cabinet
onumrerad,Stipo a bambocci,29,room
onykter,Closet,39,closet
onyttig,Filing cabinet,29,cabinet
onåd,Nightstand,39,nightstand
onödan,Hammock,49,hammock
onödig,Entertainment center,19,hifi system
oomtvistlig,Accubita,49,accubita
oordning,Tuffet,49,room
opartisk,Plant stand,29,potted plant
opassande,Stipo a bambocci,19,room
opasslig,Radio receiver,59,radio receiver
opera,Hatstand,9,hatstand
operation,Pantry,69,kitchen
operatör,Murphy bed,229,bed
operera,Plant stand,39,potted plant
operett,Closet,129,closet
opersonlig,Hammock,49,hammock
opinion,Bunk bed,139,bed
opium,Pinball machine,69,arcade
opponent,Liquor cabinet,79,cabinet
opportun,Stipo a bambocci,9,room
opportunist,Canopy bed,199,bed
opposition,Hammock,39,hammock
opraktisk,Kitchen cabinet,49,cabinet
optik,Billiard table,49,table
optiker,Cabinetry,69,cabinet
optimera,Wardrobe,149,wardrobe
optimism,Chifforobe,119,room
optimist,Piano,19,music
optimistisk,Piano,9,music
option,Wine rack,34,rack
optisk,Plant stand,19,potted plant
opålitlig,Accubita,99,accubita
orakel,Hatstand,9,hatstand
orange,Jukebox,99,record player
ord,Bean bag,9,bean bag
orda,Bathroom cabinet,9,cabinet
orden,Cabinetry,89,cabinet
ordentlig,Jukebox,69,record player
order,Daybed,69,bed
ordinarie,Closet,139,closet
ordination,Pantry,89,kitchen
ordinera,Canopy bed,219,bed
ordinär,Wine rack,24,rack
ordnad,Entertainment center,49,hifi system
ordna,Bookcase,9,bookcase
ordning,Plan chest,39,cabinet
orealistisk,Toddler bed,69,bed
oreda,Infant bed,79,bed
oredig,Mattress,29,mattress
oregerlig,Pinball machine,29,arcade
oresonlig,Bean bag,9,bean bag
organ,Liquor cabinet,69,cabinet
organisatör,Bookcase,9,bookcase
organisera,Daybed,189,bed
organisk,Chest of drawers,79,drawers
organism,Hoosier cabinet,19,cabinet
organist,Chess table,79,table
orgasm,Bar cabinet,59,cabinet
orgel,Four-poster bed,249,bed
orgie,Wardrobe,39,wardrobe
orientalisk,Pantry,59,kitchen
orientera,Nightstand,19,nightstand
orientering,Bean bag,9,bean bag
original,Four-poster bed,229,bed
originell,Mattress,99,mattress
oriktig,Chess table,139,table
orimlig,Chest of drawers,39,drawers
ork,Jukebox,59,record player
orkan,Murphy bed,259,bed
orka,Billiard table,69,table
orkester,Daybed,229,bed
orm,Bookcase,9,bookcase
ornament,Canopy bed,189,bed
oro,Bathroom cabinet,149,cabinet
oroa,Four-poster bed,69,bed
orolig,Pantry,69,kitchen
orolighet,Jukebox,149,record player
orre,Murphy bed,69,bed
orsak,Stipo a bambocci,9,room
orsaka,Jukebox,9,record player
ort,Chest of drawers,129,drawers
ortodox,Canopy bed,219,bed
ortoped,Piano,29,music
ortopedisk,Bar cabinet,109,cabinet
orubbad,Filing cabinet,69,cabinet
orubblig,Futon,199,bed
oråd,Hoosier cabinet,9,cabinet
oräknelig,Baker's rack,44,rack
orättfärdig,Bar cabinet,69,cabinet
orättmätig,Filing cabinet,49,cabinet
orättvis,Footstool,29,footstool
orättvisa,Sleigh bed,129,bed
orörd,Jukebox,39,record player
orörlig,Daybed,259,bed
os,Chess table,119,table
osagd,Chess table,119,table
osaklig,Bookcase,9,bookcase
osams,Nightstand,39,nightstand
osann,Four-poster bed,69,bed
osanning,Hoosier cabinet,39,cabinet
osannolik,Hall tree,79,hatstand
osedvanlig,Curio cabinet,49,cabinet
osjälvisk,Accubita,109,accubita
oskadd,Piano,59,music
oskick,Cupboard,9,cupboard
oskiftad,Tuffet,99,room
oskiljaktig,Wardrobe,39,wardrobe
oskriven,Pinball machine,59,arcade
oskuld,Hoosier cabinet,19,cabinet
oskyldig,Four-poster bed,129,bed
oskälig,Hall tree,49,hatstand
oslagbar,Bar cabinet,109,cabinet
osmaklig,Chifforobe,9,room
osminkad,Bookcase,9,bookcase
osportslig,Hammock,9,hammock
ostadig,Television set,9,television
ostlig,Plant stand,49,potted plant
ostädad,Platform bed,89,bed
osund,Chess table,109,table
osviklig,Chess table,9,table
osvuren,Hoosier cabinet,19,cabinet
osynlig,Waterbed,259,bed
osäker,Futon,129,bed
otack,Sleigh bed,189,bed
otacksam,Radio receiver,79,radio receiver
otakt,Four-poster bed,189,bed
otal,Hoosier cabinet,9,cabinet
otalt,Cabinetry,109,cabinet
otid,Gun cabinet,79,cabinet
otidsenlig,Mattress,39,mattress
otillbörlig,Wardrobe,169,wardrobe
otillåtlig,Daybed,149,bed
otippad,Pinball machine,149,arcade
otjänlig,Kitchen cabinet,9,cabinet
otjänst,Bar cabinet,79,cabinet
otrevlig,Chest of drawers,79,drawers
otrogen,Accubita,89,accubita
otrohet,Four-poster bed,249,bed
otrolig,Piano,59,music
otröstlig,Hatstand,29,hatstand
otta,Pinball machine,29,arcade
otukt,Nightstand,49,nightstand
otur,Murphy bed,209,bed
otvetydig,Cupboard,9,cupboard
otvungen,Jukebox,129,record player
otydlig,Closet,109,closet
otyg,Gun cabinet,29,cabinet
otymplig,Futon,129,bed
otålig,Pantry,19,kitchen
otäck,Floating shelf,89,shelf
otänkbar,Accubita,29,accubita
oumbärlig,Entertainment center,69,hifi system
oundgänglig,Wardrobe,79,wardrobe
oundviklig,Murphy bed,109,bed
outgrundlig,Mattress,29,mattress
outhärdlig,Four-poster bed,259,bed
outsider,Toddler bed,229,bed
outstanding,Jukebox,79,record player
outtalad,Infant bed,99,bed
outtröttlig,Toddler bed,199,bed
outtömlig,Toddler bed,119,bed
oval,Sleigh bed,129,bed
ovana,Filing cabinet,19,cabinet
ovanlig,Television set,9,television
ovanlighet,Kitchen cabinet,49,cabinet
ovanstående,Bean bag,9,bean bag
ovarsam,Radio receiver,49,radio receiver
ovation,Toddler bed,109,bed
overall,Piano,59,music
overklig,Sleigh bed,109,bed
overksam,Chifforobe,29,room
ovetande,Wardrobe,119,wardrobe
ovilja,Filing cabinet,129,cabinet
ovillig,Closet,19,closet
ovillkorlig,Hammock,9,hammock
oviss,Sleigh bed,219,bed
ovisshet,Wine rack,44,rack
oväder,Wine rack,34,rack
ovän,Chifforobe,109,room
oväntad,Entertainment center,119,hifi system
ovärderlig,Tuffet,149,room
oväsen,Floating shelf,79,shelf
oväsentlig,Television set,9,television
oxe,Chest of drawers,89,drawers
ozon,Mattress,109,mattress
oåtkomlig,Waterbed,229,bed
oäkta,Sleigh bed,169,bed
oändlig,Stipo a bambocci,29,room
oäven,Four-poster bed,189,bed
oöverkomlig,Wardrobe,159,wardrobe
p,Accubita,99,accubita
pacemaker,Futon,119,bed
pacifism,Closet,99,closet
pacifist,Curio cabinet,49,cabinet
packad,Murphy bed,209,bed
packa,Curio cabinet,49,cabinet
packe,Futon,199,bed
packning,Nightstand,49,nightstand
padda,Murphy bed,159,bed
paddel,Nightstand,39,nightstand
paddla,Gun cabinet,29,cabinet
paff,Cabinetry,89,cabinet
paj,Hatstand,39,hatstand
paja,Cupboard,9,cupboard
pajas,Curio cabinet,119,cabinet
paket,Bean bag,9,bean bag
paketera,Wardrobe,69,wardrobe
pakt,Billiard table,69,table
palats,Hatstand,29,hatstand
palaver,Bean bag,9,bean bag
palestinier,Liquor cabinet,9,cabinet
palett,Cupboard,9,cupboard
palisander,Toddler bed,149,bed
palla,Filing cabinet,29,cabinet
palm,Accubita,89,accubita
palmsöndag,Four-poster bed,69,bed
palt,Sleigh bed,219,bed
paltor,Wine rack,24,rack
pamflett,Chess table,139,table
pamp,Tuffet,99,room
pampig,Bathroom cabinet,119,cabinet
panel,Hammock,39,hammock
panera,Gun cabinet,79,cabinet
panga,Canopy bed,169,bed
panik,Plant stand,19,potted plant
pank,Chess table,119,table
panna,Platform bed,69,bed
panorama,Bunk bed,139,bed
pansar,Curio cabinet,159,cabinet
pant,Television set,9,television
panta,Toddler bed,99,bed
panter,Hoosier cabinet,9,cabinet
pantomim,Bookcase,9,bookcase
papegoja,Infant bed,249,bed
papiljott,Bunk bed,219,bed
papp,Piano,29,music
pappa,Bean bag,9,bean bag
papper,Hoosier cabinet,29,cabinet
paprika,Murphy bed,189,bed
par,Chest of drawers,39,drawers
parabel,Futon,199,bed
parad,Mattress,129,mattress
paradigm,Footstool,19,footstool
paradis,Bookcase,9,bookcase
paradox,Hall tree,9,hatstand
paradoxal,Canopy bed,239,bed
parafras,Chest of drawers,109,drawers
paragraf,Curio cabinet,69,cabinet
paranoia,Nightstand,29,nightstand
parant,Hammock,49,hammock
paraply,Chest of drawers,29,drawers
para,Daybed,139,bed
parasit,Bar cabinet,39,cabinet
parasoll,Canopy bed,69,bed
paratyfus,Mattress,99,mattress
pardon,Pinball machine,129,arcade
parentes,Billiard table,69,table
parera,Entertainment center,49,hifi system
parfym,Pinball machine,159,arcade
park,Bookcase,9,bookcase
parkas,Kitchen cabinet,59,cabinet
parkera,Piano,39,music
parkering,Kitchen cabinet,29,cabinet
parkett,Bar cabinet,9,cabinet
parlament,Four-poster bed,199,bed
parlör,Wardrobe,139,wardrobe
parodi,Pinball machine,179,arcade
paroll,Television set,9,television
part,Entertainment center,99,hifi system
partaj,Plant stand,39,potted plant
parti,Daybed,169,bed
partiell,Cabinetry,109,cabinet
partikel,Sleigh bed,219,bed
partisk,Radio receiver,109,radio receiver
partner,Closet,19,closet
party,Billiard table,39,table
passage,Infant bed,159,bed
passagerare,Jukebox,79,record player
passa,Plant stand,9,potted plant
passare,Entertainment center,109,hifi system
passera,Four-poster bed,99,bed
passion,Bathroom cabinet,79,cabinet
passionerad,Stipo a bambocci,19,room
passiv,Daybed,139,bed
passus,Billiard table,59,table
pasta,Chifforobe,69,room
pastej,Cupboard,9,cupboard
pastell,Toddler bed,219,bed
pastill,Gun cabinet,59,cabinet
pastor,Futon,179,bed
pastorat,Filing cabinet,29,cabinet
patent,Bean bag,9,bean bag
patetisk,Hoosier cabinet,9,cabinet
patiens,Chifforobe,39,room
patient,Entertainment center,59,hifi system
patologisk,Footstool,29,footstool
patos,Platform bed,159,bed
patrask,Cupboard,9,cupboard
patriark,Chifforobe,29,room
patriot,Tuffet,99,room
patrull,Bunk bed,89,bed
patrullera,Piano,29,music
pattar,Plant stand,19,potted plant
paus,Bean bag,9,bean bag
paviljong,Cabinetry,129,cabinet
pedagog,Tuffet,129,room
pedagogik,Daybed,119,bed
pedal,Jukebox,49,record player
pedantisk,Toddler bed,119,bed
pediatrisk,Liquor cabinet,79,cabinet
pejla,Floating shelf,39,shelf
peka,Accubita,29,accubita
pelare,Four-poster bed,179,bed
pelargonia,Hall tree,89,hatstand
pendel,Infant bed,139,bed
pendla,Cabinetry,99,cabinet
pendyl,Pantry,49,kitchen
penetrera,Futon,219,bed
peng,Hoosier cabinet,39,cabinet
pengar,Platform bed,219,bed
penibel,Infant bed,179,bed
penicillin,Cupboard,9,cupboard
penis,Entertainment center,99,hifi system
penna,Chess table,99,table
pennalism,Daybed,189,bed
penning,Cupboard,9,cupboard
pensel,Wardrobe,49,wardrobe
pension,Waterbed,119,bed
pensionat,Closet,109,closet
pensionera,Pantry,79,kitchen
pensionär,Bean bag,9,bean bag
pensla,Chest of drawers,79,drawers
pentry,Floating shelf,49,shelf
peppar,Hammock,9,hammock
peppra,Bunk bed,109,bed
perception,Mattress,129,mattress
perfektion,Murphy bed,99,bed
perforera,Curio cabinet,59,cabinet
perifer,Sleigh bed,79,bed
periferi,Nightstand,9,nightstand
period,Hatstand,19,hatstand
periodisk,Hoosier cabinet,19,cabinet
permanenta,Floating shelf,109,shelf
permission,Bookcase,9,bookcase
permittera,Entertainment center,99,hifi system
perplex,Pantry,39,kitchen
perrong,Curio cabinet,99,cabinet
persedel,Futon,79,bed
persian,Chifforobe,149,room
persienn,Pinball machine,49,arcade
persika,Plant stand,49,potted plant
persilja,Filing cabinet,119,cabinet
persisk,Hall tree,69,hatstand
person,Kitchen cabinet,99,cabinet
personal,Curio cabinet,109,cabinet
personell,Floating shelf,19,shelf
personlig,Kitchen cabinet,19,cabinet
perspektiv,Waterbed,179,bed
peruk,Baker's rack,44,rack
pervers,Wine rack,44,rack
pessar,Baker's rack,14,rack
pessimism,Wardrobe,79,wardrobe
pessimist,Bar cabinet,129,cabinet
pest,Chess table,49,table
peta,Bar cabinet,19,cabinet
petig,Chess table,129,table
petita,Piano,49,music
petitess,Hammock,9,hammock
petition,Accubita,99,accubita
pianist,Entertainment center,109,hifi system
pick,Closet,9,closet
picknick,Piano,69,music
pickup,Plan chest,39,cabinet
piedestal,Canopy bed,89,bed
